no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_income_ratio,asset_coverage_ratio,income_per_dependent,wealth_cibil_score,loan_status
4,1,1,300000,1100000,4,457,2300000.0,3.6666666666666665,2.090909090909091,60000.0,1051100000.0,1
0,1,0,4100000,14400000,4,844,22800000.0,3.5121951219512195,1.5833333333333333,4100000.0,19243200000.0,1
2,0,0,1500000,3800000,4,776,9500000.0,2.533333333333333,2.5,500000.0,7372000000.0,1
1,0,0,4600000,13900000,8,520,31700000.0,3.0217391304347827,2.2805755395683454,2300000.0,16484000000.0,0
1,1,1,3300000,7500000,12,648,18400000.0,2.272727272727273,2.453333333333333,1650000.0,11923200000.0,1
4,0,1,7900000,31400000,10,654,62100000.0,3.9746835443037973,1.9777070063694266,1580000.0,40613400000.0,1
0,0,0,8100000,26500000,20,342,40900000.0,3.271604938271605,1.5433962264150944,8100000.0,13987800000.0,0
5,0,0,900000,2800000,16,808,6900000.0,3.111111111111111,2.4642857142857144,150000.0,5575200000.0,1
1,1,1,4900000,15200000,10,429,30700000.0,3.1020408163265305,2.0197368421052633,2450000.0,13170300000.0,0
3,1,1,6100000,18100000,14,538,39700000.0,2.9672131147540983,2.1933701657458564,1525000.0,21358600000.0,0
3,0,0,4500000,16400000,6,533,23500000.0,3.6444444444444444,1.4329268292682926,1125000.0,12525500000.0,0
2,1,1,2900000,7300000,8,394,22000000.0,2.5172413793103448,3.0136986301369864,966666.6666666666,8668000000.0,0
1,0,0,7900000,29300000,2,771,54800000.0,3.7088607594936707,1.870307167235495,3950000.0,42250800000.0,1
5,1,1,4100000,10100000,4,792,24000000.0,2.4634146341463414,2.376237623762376,683333.3333333334,19008000000.0,1
5,0,1,7700000,15500000,8,407,46500000.0,2.012987012987013,3.0,1283333.3333333333,18925500000.0,0
0,0,0,5600000,19300000,18,544,35500000.0,3.4464285714285716,1.839378238341969,5600000.0,19312000000.0,0
5,1,0,9000000,18000000,18,509,55900000.0,2.0,3.1055555555555556,1500000.0,28453100000.0,0
4,0,1,6400000,18400000,16,320,43500000.0,2.875,2.364130434782609,1280000.0,13920000000.0,0
4,1,0,6900000,14700000,2,496,38500000.0,2.130434782608696,2.619047619047619,1380000.0,19096000000.0,0
3,0,0,9100000,27400000,18,652,54300000.0,3.010989010989011,1.9817518248175183,2275000.0,35403600000.0,1
2,1,1,1100000,3700000,2,806,6900000.0,3.3636363636363638,1.864864864864865,366666.6666666667,5561400000.0,1
4,0,0,1700000,4500000,12,821,11500000.0,2.6470588235294117,2.5555555555555554,340000.0,9441500000.0,1
5,1,1,9200000,28800000,20,618,69600000.0,3.130434782608696,2.4166666666666665,1533333.3333333333,43012800000.0,1
2,0,1,8300000,20600000,12,729,71200000.0,2.4819277108433737,3.4563106796116503,2766666.6666666665,51904800000.0,1
5,0,1,5000000,10600000,6,839,44500000.0,2.12,4.19811320754717,833333.3333333334,37335500000.0,1
3,1,0,2200000,6400000,2,318,9300000.0,2.909090909090909,1.453125,550000.0,2957400000.0,0
2,1,0,4500000,9600000,16,404,27500000.0,2.1333333333333333,2.8645833333333335,1500000.0,11110000000.0,0
5,0,1,4100000,9000000,6,581,22800000.0,2.1951219512195124,2.533333333333333,683333.3333333334,13246800000.0,1
1,0,0,2800000,6800000,18,596,17100000.0,2.4285714285714284,2.514705882352941,1400000.0,10191600000.0,1
1,0,0,6600000,20700000,4,415,46300000.0,3.1363636363636362,2.236714975845411,3300000.0,19214500000.0,1
3,0,1,3200000,7200000,6,728,19400000.0,2.25,2.6944444444444446,800000.0,14123200000.0,1
0,0,0,6300000,13300000,2,666,31900000.0,2.111111111111111,2.398496240601504,6300000.0,21245400000.0,1
2,1,0,4700000,17700000,14,675,32600000.0,3.765957446808511,1.8418079096045197,1566666.6666666667,22005000000.0,1
0,1,0,4100000,15400000,16,304,27500000.0,3.7560975609756095,1.7857142857142858,4100000.0,8360000000.0,0
5,1,1,7100000,15500000,4,474,48400000.0,2.183098591549296,3.1225806451612903,1183333.3333333333,22941600000.0,0
4,1,1,4900000,10200000,18,370,33400000.0,2.0816326530612246,3.2745098039215685,980000.0,12358000000.0,0
4,1,0,5600000,20300000,20,596,36600000.0,3.625,1.8029556650246306,1120000.0,21813600000.0,1
4,1,0,3400000,8300000,2,567,20500000.0,2.4411764705882355,2.4698795180722892,680000.0,11623500000.0,1
3,0,0,4500000,16100000,16,671,32300000.0,3.577777777777778,2.0062111801242235,1125000.0,21673300000.0,1
2,1,0,300000,800000,18,819,1900000.0,2.6666666666666665,2.375,100000.0,1556100000.0,1
5,0,1,7600000,23000000,10,829,35300000.0,3.026315789473684,1.5347826086956522,1266666.6666666667,29263700000.0,1
5,1,0,500000,1200000,12,454,3200000.0,2.4,2.6666666666666665,83333.33333333333,1452800000.0,0
0,1,1,5900000,15200000,16,399,37100000.0,2.5762711864406778,2.4407894736842106,5900000.0,14802900000.0,0
0,1,0,7100000,20700000,10,784,57400000.0,2.915492957746479,2.7729468599033815,7100000.0,45001600000.0,1
2,0,1,8500000,26900000,6,538,63800000.0,3.164705882352941,2.3717472118959106,2833333.3333333335,34324400000.0,0
0,1,1,6400000,16900000,16,759,41600000.0,2.640625,2.4615384615384617,6400000.0,31574400000.0,1
2,1,0,7100000,21400000,12,699,52200000.0,3.0140845070422535,2.439252336448598,2366666.6666666665,36487800000.0,1
5,0,0,1800000,5400000,14,347,11700000.0,3.0,2.1666666666666665,300000.0,4059900000.0,0
3,0,1,6600000,25200000,20,598,46000000.0,3.8181818181818183,1.8253968253968254,1650000.0,27508000000.0,1
4,1,1,8800000,27100000,2,406,54400000.0,3.0795454545454546,2.007380073800738,1760000.0,22086400000.0,1
2,0,0,4800000,15800000,20,860,23500000.0,3.2916666666666665,1.4873417721518987,1600000.0,20210000000.0,1
5,1,1,4400000,16500000,10,806,21900000.0,3.75,1.3272727272727274,733333.3333333334,17651400000.0,1
0,0,0,2000000,6900000,2,448,15200000.0,3.45,2.2028985507246377,2000000.0,6809600000.0,1
2,1,0,6800000,22600000,20,393,32800000.0,3.323529411764706,1.4513274336283186,2266666.6666666665,12890400000.0,0
5,0,1,6600000,16000000,12,811,37800000.0,2.4242424242424243,2.3625,1100000.0,30655800000.0,1
2,1,0,3300000,7900000,20,829,22700000.0,2.393939393939394,2.8734177215189876,1100000.0,18818300000.0,1
3,0,0,7400000,23400000,16,700,51900000.0,3.1621621621621623,2.217948717948718,1850000.0,36330000000.0,1
0,0,1,4500000,12400000,18,719,22800000.0,2.7555555555555555,1.8387096774193548,4500000.0,16393200000.0,1
1,0,1,9500000,30500000,12,430,54700000.0,3.210526315789474,1.7934426229508196,4750000.0,23521000000.0,0
1,1,0,800000,3000000,4,338,4900000.0,3.75,1.6333333333333333,400000.0,1656200000.0,1
2,1,0,4000000,13000000,4,695,33000000.0,3.25,2.5384615384615383,1333333.3333333333,22935000000.0,1
2,0,0,7000000,25700000,18,374,36500000.0,3.6714285714285713,1.4202334630350195,2333333.3333333335,13651000000.0,0
3,1,0,3500000,8500000,18,609,22500000.0,2.4285714285714284,2.6470588235294117,875000.0,13702500000.0,1
3,1,1,9700000,36000000,6,631,45000000.0,3.711340206185567,1.25,2425000.0,28395000000.0,1
0,0,0,3400000,10800000,6,439,20200000.0,3.176470588235294,1.8703703703703705,3400000.0,8867800000.0,0
1,1,1,4600000,13500000,20,837,27700000.0,2.9347826086956523,2.051851851851852,2300000.0,23184900000.0,1
4,1,0,3800000,10400000,10,833,28300000.0,2.736842105263158,2.7211538461538463,760000.0,23573900000.0,1
4,0,1,4200000,9600000,20,863,20800000.0,2.2857142857142856,2.1666666666666665,840000.0,17950400000.0,1
2,1,0,2500000,8700000,4,684,12900000.0,3.48,1.4827586206896552,833333.3333333334,8823600000.0,1
0,0,1,7000000,24600000,6,542,38200000.0,3.5142857142857142,1.5528455284552845,7000000.0,20704400000.0,0
1,0,0,5300000,11500000,8,753,31600000.0,2.169811320754717,2.747826086956522,2650000.0,23794800000.0,1
0,0,0,6400000,14200000,2,512,37400000.0,2.21875,2.6338028169014085,6400000.0,19148800000.0,0
3,0,0,3400000,8100000,12,385,24800000.0,2.3823529411764706,3.0617283950617282,850000.0,9548000000.0,0
4,0,0,6700000,18800000,2,749,52000000.0,2.8059701492537314,2.765957446808511,1340000.0,38948000000.0,1
1,0,1,4600000,10100000,4,618,19500000.0,2.1956521739130435,1.9306930693069306,2300000.0,12051000000.0,1
4,1,1,900000,2500000,4,583,5000000.0,2.7777777777777777,2.0,180000.0,2915000000.0,1
0,1,0,5100000,19900000,18,655,28600000.0,3.9019607843137254,1.4371859296482412,5100000.0,18733000000.0,1
0,0,1,7000000,20900000,20,380,49900000.0,2.9857142857142858,2.38755980861244,7000000.0,18962000000.0,0
3,1,1,4100000,14700000,6,679,26400000.0,3.5853658536585367,1.7959183673469388,1025000.0,17925600000.0,1
2,1,0,4600000,14800000,6,410,41600000.0,3.217391304347826,2.810810810810811,1533333.3333333333,17056000000.0,0
2,1,1,3600000,11500000,8,590,20700000.0,3.1944444444444446,1.8,1200000.0,12213000000.0,1
5,1,0,5900000,13800000,14,397,36400000.0,2.3389830508474576,2.63768115942029,983333.3333333334,14450800000.0,0
2,1,0,600000,2100000,16,425,4000000.0,3.5,1.9047619047619047,200000.0,1700000000.0,0
0,1,0,4900000,16400000,2,383,27600000.0,3.3469387755102042,1.6829268292682926,4900000.0,10570800000.0,1
5,1,1,6400000,23900000,6,406,56800000.0,3.734375,2.3765690376569037,1066666.6666666667,23060800000.0,0
2,1,0,7000000,19800000,10,563,44100000.0,2.8285714285714287,2.227272727272727,2333333.3333333335,24828300000.0,1
3,1,1,6700000,13400000,14,782,44300000.0,2.0,3.3059701492537314,1675000.0,34642600000.0,1
1,0,1,800000,2200000,4,852,4300000.0,2.75,1.9545454545454546,400000.0,3663600000.0,1
5,0,0,7600000,27800000,2,753,55500000.0,3.6578947368421053,1.9964028776978417,1266666.6666666667,41791500000.0,1
5,1,1,3200000,7600000,4,489,20400000.0,2.375,2.6842105263157894,533333.3333333334,9975600000.0,0
2,0,1,4900000,13800000,2,586,28200000.0,2.816326530612245,2.0434782608695654,1633333.3333333333,16525200000.0,1
3,0,0,7200000,20800000,16,560,37500000.0,2.888888888888889,1.8028846153846154,1800000.0,21000000000.0,1
3,1,0,5600000,20600000,6,487,40400000.0,3.6785714285714284,1.9611650485436893,1400000.0,19674800000.0,0
4,1,1,7300000,18300000,8,434,46400000.0,2.506849315068493,2.5355191256830603,1460000.0,20137600000.0,0
4,0,0,3300000,7000000,20,504,21200000.0,2.121212121212121,3.0285714285714285,660000.0,10684800000.0,0
2,1,1,9200000,25300000,4,827,72100000.0,2.75,2.849802371541502,3066666.6666666665,59626700000.0,1
3,0,1,8100000,23300000,20,657,52900000.0,2.876543209876543,2.2703862660944205,2025000.0,34755300000.0,1
5,1,0,6600000,21400000,10,447,50400000.0,3.242424242424242,2.3551401869158877,1100000.0,22528800000.0,0
0,1,1,4200000,13600000,4,834,27200000.0,3.238095238095238,2.0,4200000.0,22684800000.0,1
2,1,0,5800000,21700000,8,354,33800000.0,3.7413793103448274,1.5576036866359446,1933333.3333333333,11965200000.0,0
2,1,1,5600000,21000000,18,883,38300000.0,3.75,1.8238095238095238,1866666.6666666667,33818900000.0,1
0,0,1,3600000,9900000,12,641,24500000.0,2.75,2.474747474747475,3600000.0,15704500000.0,1
1,1,1,7700000,16900000,6,621,68100000.0,2.1948051948051948,4.029585798816568,3850000.0,42290100000.0,1
0,1,1,7800000,23300000,10,587,59000000.0,2.9871794871794872,2.532188841201717,7800000.0,34633000000.0,1
3,0,0,5700000,15400000,16,424,29700000.0,2.7017543859649122,1.9285714285714286,1425000.0,12592800000.0,0
5,1,0,6300000,20500000,14,515,35300000.0,3.253968253968254,1.721951219512195,1050000.0,18179500000.0,0
5,0,1,2300000,4700000,18,592,14500000.0,2.0434782608695654,3.0851063829787235,383333.3333333333,8584000000.0,1
4,1,1,9600000,19900000,6,319,54400000.0,2.0729166666666665,2.7336683417085426,1920000.0,17353600000.0,0
1,0,1,1000000,3900000,16,360,5500000.0,3.9,1.4102564102564104,500000.0,1980000000.0,0
5,1,1,7200000,27100000,12,535,54100000.0,3.763888888888889,1.996309963099631,1200000.0,28943500000.0,0
2,0,1,3800000,11400000,16,666,23200000.0,3.0,2.0350877192982457,1266666.6666666667,15451200000.0,1
4,0,1,9300000,24600000,16,419,49900000.0,2.6451612903225805,2.0284552845528454,1860000.0,20908100000.0,0
2,0,1,7200000,21900000,12,640,29800000.0,3.0416666666666665,1.360730593607306,2400000.0,19072000000.0,1
0,1,0,7600000,19700000,12,545,46300000.0,2.5921052631578947,2.350253807106599,7600000.0,25233500000.0,0
4,1,0,4500000,15300000,10,843,33100000.0,3.4,2.1633986928104574,900000.0,27903300000.0,1
1,0,1,9900000,30900000,20,559,68900000.0,3.121212121212121,2.2297734627831716,4950000.0,38515100000.0,1
0,0,1,700000,2000000,18,650,5000000.0,2.857142857142857,2.5,700000.0,3250000000.0,1
0,1,0,3500000,12300000,16,479,28300000.0,3.5142857142857142,2.3008130081300813,3500000.0,13555700000.0,0
1,1,1,300000,1000000,14,324,1400000.0,3.3333333333333335,1.4,150000.0,453600000.0,0
5,0,1,5400000,16700000,2,354,30100000.0,3.0925925925925926,1.8023952095808384,900000.0,10655400000.0,1
4,0,1,2800000,8400000,10,521,15500000.0,3.0,1.8452380952380953,560000.0,8075500000.0,0
5,0,1,4900000,15900000,8,505,38300000.0,3.2448979591836733,2.408805031446541,816666.6666666666,19341500000.0,0
4,0,0,600000,1700000,12,436,2800000.0,2.8333333333333335,1.6470588235294117,120000.0,1220800000.0,0
0,1,0,3000000,8100000,6,683,21500000.0,2.7,2.654320987654321,3000000.0,14684500000.0,1
0,1,0,1800000,5800000,18,348,11300000.0,3.2222222222222223,1.9482758620689655,1800000.0,3932400000.0,0
4,1,1,5100000,15700000,6,867,42300000.0,3.0784313725490198,2.694267515923567,1020000.0,36674100000.0,1
5,1,0,1400000,4100000,14,880,10400000.0,2.9285714285714284,2.5365853658536586,233333.33333333334,9152000000.0,1
2,1,1,6700000,25500000,10,673,49800000.0,3.8059701492537314,1.9529411764705882,2233333.3333333335,33515400000.0,1
3,0,0,4300000,12600000,18,482,29500000.0,2.9302325581395348,2.3412698412698414,1075000.0,14219000000.0,0
3,1,1,7800000,19600000,4,767,56800000.0,2.5128205128205128,2.8979591836734695,1950000.0,43565600000.0,1
3,0,0,5400000,15800000,18,760,38600000.0,2.925925925925926,2.4430379746835444,1350000.0,29336000000.0,1
0,0,0,500000,1900000,2,857,3700000.0,3.8,1.9473684210526316,500000.0,3170900000.0,1
1,1,0,8600000,26700000,10,735,52800000.0,3.104651162790698,1.9775280898876404,4300000.0,38808000000.0,1
3,1,0,2500000,9300000,4,810,19100000.0,3.72,2.053763440860215,625000.0,15471000000.0,1
4,0,0,3000000,7200000,2,680,15600000.0,2.4,2.1666666666666665,600000.0,10608000000.0,1
5,0,1,7000000,26900000,4,889,35400000.0,3.842857142857143,1.3159851301115242,1166666.6666666667,31470600000.0,1
1,0,1,400000,1500000,16,688,2100000.0,3.75,1.4,200000.0,1444800000.0,1
5,0,0,5200000,13700000,16,531,31900000.0,2.6346153846153846,2.3284671532846715,866666.6666666666,16938900000.0,0
3,1,0,3300000,11100000,2,660,27000000.0,3.3636363636363638,2.4324324324324325,825000.0,17820000000.0,1
1,0,1,2400000,8800000,18,414,15400000.0,3.6666666666666665,1.75,1200000.0,6375600000.0,0
4,1,1,5800000,15800000,14,528,36500000.0,2.7241379310344827,2.310126582278481,1160000.0,19272000000.0,0
4,0,1,9400000,20000000,12,817,47600000.0,2.127659574468085,2.38,1880000.0,38889200000.0,1
2,0,0,6100000,15300000,2,799,35700000.0,2.5081967213114753,2.3333333333333335,2033333.3333333333,28524300000.0,1
1,1,1,7500000,21400000,20,655,59500000.0,2.8533333333333335,2.7803738317757007,3750000.0,38972500000.0,1
2,0,0,4100000,16200000,6,546,25400000.0,3.951219512195122,1.5679012345679013,1366666.6666666667,13868400000.0,0
3,0,0,8500000,30800000,14,745,45800000.0,3.623529411764706,1.4870129870129871,2125000.0,34121000000.0,1
0,1,0,4300000,16900000,8,884,27600000.0,3.9302325581395348,1.6331360946745561,4300000.0,24398400000.0,1
5,0,0,9300000,22000000,4,822,67200000.0,2.3655913978494625,3.0545454545454547,1550000.0,55238400000.0,1
4,0,0,6000000,18700000,2,623,33100000.0,3.1166666666666667,1.7700534759358288,1200000.0,20621300000.0,1
1,0,1,5300000,18900000,16,361,22700000.0,3.5660377358490565,1.2010582010582012,2650000.0,8194700000.0,0
5,0,1,7400000,16200000,2,778,48300000.0,2.189189189189189,2.9814814814814814,1233333.3333333333,37577400000.0,1
1,0,1,1100000,3800000,8,779,8000000.0,3.4545454545454546,2.1052631578947367,550000.0,6232000000.0,1
1,1,1,6600000,20700000,4,594,40300000.0,3.1363636363636362,1.9468599033816425,3300000.0,23938200000.0,1
3,1,0,8200000,28300000,2,530,57800000.0,3.451219512195122,2.0424028268551235,2050000.0,30634000000.0,1
3,0,0,3300000,9300000,12,324,17400000.0,2.8181818181818183,1.8709677419354838,825000.0,5637600000.0,0
4,1,1,2500000,9000000,10,394,19000000.0,3.6,2.111111111111111,500000.0,7486000000.0,0
3,1,1,3300000,10400000,12,816,30100000.0,3.1515151515151514,2.894230769230769,825000.0,24561600000.0,1
5,0,0,1000000,2300000,16,423,6700000.0,2.3,2.9130434782608696,166666.66666666666,2834100000.0,0
5,1,1,6200000,12800000,2,539,42500000.0,2.064516129032258,3.3203125,1033333.3333333334,22907500000.0,0
1,1,0,7000000,21000000,20,554,43700000.0,3.0,2.080952380952381,3500000.0,24209800000.0,1
2,1,1,7000000,19000000,6,523,49900000.0,2.7142857142857144,2.626315789473684,2333333.3333333335,26097700000.0,0
1,0,1,5300000,12000000,10,852,34700000.0,2.2641509433962264,2.8916666666666666,2650000.0,29564400000.0,1
0,0,1,1800000,3700000,2,505,12200000.0,2.0555555555555554,3.2972972972972974,1800000.0,6161000000.0,0
0,1,1,2300000,7900000,10,430,19400000.0,3.4347826086956523,2.4556962025316458,2300000.0,8342000000.0,0
2,1,0,4000000,9200000,16,784,21700000.0,2.3,2.358695652173913,1333333.3333333333,17012800000.0,1
1,0,0,8900000,24000000,6,380,59100000.0,2.696629213483146,2.4625,4450000.0,22458000000.0,0
3,1,0,8000000,18600000,20,565,42100000.0,2.325,2.263440860215054,2000000.0,23786500000.0,1
4,1,1,7900000,26900000,14,446,49900000.0,3.4050632911392404,1.8550185873605949,1580000.0,22255400000.0,0
5,1,1,6700000,20200000,8,406,34200000.0,3.014925373134328,1.693069306930693,1116666.6666666667,13885200000.0,0
4,0,0,2400000,6000000,6,712,16200000.0,2.5,2.7,480000.0,11534400000.0,1
4,0,0,8600000,22600000,14,729,48900000.0,2.627906976744186,2.163716814159292,1720000.0,35648100000.0,1
1,0,1,5300000,14600000,20,508,35600000.0,2.7547169811320753,2.4383561643835616,2650000.0,18084800000.0,0
0,1,0,7400000,24900000,20,648,44500000.0,3.364864864864865,1.78714859437751,7400000.0,28836000000.0,1
0,0,1,8700000,18700000,10,346,41900000.0,2.1494252873563218,2.2406417112299466,8700000.0,14497400000.0,0
5,1,0,8200000,18500000,4,394,53800000.0,2.2560975609756095,2.908108108108108,1366666.6666666667,21197200000.0,0
0,0,1,3700000,9700000,12,501,23000000.0,2.6216216216216215,2.3711340206185567,3700000.0,11523000000.0,0
5,0,1,9200000,36300000,2,655,45100000.0,3.9456521739130435,1.2424242424242424,1533333.3333333333,29540500000.0,1
4,0,0,6100000,20900000,4,662,44600000.0,3.4262295081967213,2.1339712918660285,1220000.0,29525200000.0,1
2,1,1,8800000,30800000,20,820,44100000.0,3.5,1.4318181818181819,2933333.3333333335,36162000000.0,1
5,0,0,9200000,18900000,10,521,53100000.0,2.0543478260869565,2.8095238095238093,1533333.3333333333,27665100000.0,0
3,1,0,7200000,27900000,12,473,66400000.0,3.875,2.379928315412186,1800000.0,31407200000.0,0
1,1,0,600000,1200000,10,561,3200000.0,2.0,2.6666666666666665,300000.0,1795200000.0,1
5,1,0,8000000,23100000,20,461,44800000.0,2.8875,1.9393939393939394,1333333.3333333333,20652800000.0,0
4,1,1,6900000,13800000,16,715,37300000.0,2.0,2.7028985507246377,1380000.0,26669500000.0,1
0,0,1,4300000,15600000,18,440,22200000.0,3.627906976744186,1.4230769230769231,4300000.0,9768000000.0,0
3,0,1,8500000,24900000,18,749,52600000.0,2.929411764705882,2.112449799196787,2125000.0,39397400000.0,1
4,0,0,8600000,17400000,2,787,51300000.0,2.0232558139534884,2.9482758620689653,1720000.0,40373100000.0,1
3,1,0,6300000,13900000,18,748,56800000.0,2.2063492063492065,4.086330935251799,1575000.0,42486400000.0,1
3,0,1,5800000,13600000,12,321,30700000.0,2.3448275862068964,2.2573529411764706,1450000.0,9854700000.0,0
3,1,1,1000000,2300000,10,303,4900000.0,2.3,2.130434782608696,250000.0,1484700000.0,0
0,0,1,1700000,5400000,8,682,9400000.0,3.176470588235294,1.7407407407407407,1700000.0,6410800000.0,1
2,0,0,3200000,8600000,18,638,18000000.0,2.6875,2.0930232558139537,1066666.6666666667,11484000000.0,1
0,1,1,7500000,16600000,14,440,66100000.0,2.2133333333333334,3.9819277108433737,7500000.0,29084000000.0,0
1,0,1,2000000,6600000,10,873,10300000.0,3.3,1.5606060606060606,1000000.0,8991900000.0,1
3,0,0,9100000,19700000,20,437,56600000.0,2.1648351648351647,2.8730964467005076,2275000.0,24734200000.0,0
4,1,1,8400000,19700000,8,796,55000000.0,2.3452380952380953,2.7918781725888326,1680000.0,43780000000.0,1
4,1,0,7100000,27200000,16,824,36700000.0,3.8309859154929575,1.349264705882353,1420000.0,30240800000.0,1
2,0,0,200000,800000,6,338,600000.0,4.0,0.75,66666.66666666667,202800000.0,0
0,0,1,5000000,14900000,12,575,33200000.0,2.98,2.228187919463087,5000000.0,19090000000.0,1
0,0,1,4500000,16900000,8,773,33100000.0,3.7555555555555555,1.9585798816568047,4500000.0,25586300000.0,1
2,0,1,5100000,19700000,2,733,23600000.0,3.8627450980392157,1.1979695431472082,1700000.0,17298800000.0,1
3,1,1,4100000,10600000,14,475,28100000.0,2.5853658536585367,2.650943396226415,1025000.0,13347500000.0,0
1,0,0,7200000,15000000,10,677,43100000.0,2.0833333333333335,2.8733333333333335,3600000.0,29178700000.0,1
3,0,0,7800000,17700000,6,403,51000000.0,2.269230769230769,2.8813559322033897,1950000.0,20553000000.0,0
3,1,1,7500000,25300000,12,767,53000000.0,3.3733333333333335,2.0948616600790513,1875000.0,40651000000.0,1
3,1,1,6400000,21000000,2,813,39700000.0,3.28125,1.8904761904761904,1600000.0,32276100000.0,1
4,1,0,7000000,25700000,20,597,71000000.0,3.6714285714285713,2.762645914396887,1400000.0,42387000000.0,1
4,0,1,9000000,31100000,8,896,48000000.0,3.4555555555555557,1.5434083601286173,1800000.0,43008000000.0,1
2,0,1,4400000,13900000,6,810,37600000.0,3.159090909090909,2.7050359712230216,1466666.6666666667,30456000000.0,1
2,0,0,900000,2000000,14,337,4400000.0,2.2222222222222223,2.2,300000.0,1482800000.0,0
1,1,0,9800000,26900000,18,792,67100000.0,2.7448979591836733,2.4944237918215615,4900000.0,53143200000.0,1
4,0,0,600000,1600000,6,784,2800000.0,2.6666666666666665,1.75,120000.0,2195200000.0,1
5,1,1,9700000,30100000,12,434,65400000.0,3.1030927835051547,2.1727574750830563,1616666.6666666667,28383600000.0,0
2,1,1,8400000,32600000,10,384,44100000.0,3.880952380952381,1.352760736196319,2800000.0,16934400000.0,0
1,1,0,8300000,24900000,10,642,54300000.0,3.0,2.180722891566265,4150000.0,34860600000.0,1
4,1,0,7900000,29900000,8,314,60700000.0,3.7848101265822787,2.0301003344481607,1580000.0,19059800000.0,0
1,0,0,8600000,25900000,2,606,63500000.0,3.011627906976744,2.451737451737452,4300000.0,38481000000.0,1
5,0,1,6700000,17600000,14,843,38000000.0,2.626865671641791,2.159090909090909,1116666.6666666667,32034000000.0,1
0,1,0,2700000,7400000,10,778,16000000.0,2.740740740740741,2.1621621621621623,2700000.0,12448000000.0,1
0,0,0,6600000,25600000,8,718,55500000.0,3.878787878787879,2.16796875,6600000.0,39849000000.0,1
1,1,1,7100000,20800000,20,437,50400000.0,2.9295774647887325,2.423076923076923,3550000.0,22024800000.0,0
5,1,1,300000,700000,10,586,1500000.0,2.3333333333333335,2.142857142857143,50000.0,879000000.0,1
2,1,0,2200000,7000000,6,777,14200000.0,3.1818181818181817,2.0285714285714285,733333.3333333334,11033400000.0,1
1,1,1,8700000,31700000,12,525,54400000.0,3.6436781609195403,1.7160883280757098,4350000.0,28560000000.0,0
4,1,0,7200000,23100000,12,632,36900000.0,3.2083333333333335,1.5974025974025974,1440000.0,23320800000.0,1
0,0,0,2000000,4800000,20,337,10700000.0,2.4,2.2291666666666665,2000000.0,3605900000.0,0
4,1,1,8600000,27900000,8,458,69900000.0,3.244186046511628,2.5053763440860215,1720000.0,32014200000.0,0
2,1,1,2300000,5400000,8,364,14000000.0,2.347826086956522,2.5925925925925926,766666.6666666666,5096000000.0,0
2,0,1,9600000,29800000,16,499,74000000.0,3.1041666666666665,2.4832214765100673,3200000.0,36926000000.0,0
2,1,1,1900000,6500000,16,887,9400000.0,3.4210526315789473,1.4461538461538461,633333.3333333334,8337800000.0,1
1,1,0,2100000,6300000,16,882,16700000.0,3.0,2.6507936507936507,1050000.0,14729400000.0,1
1,0,1,3900000,8700000,8,817,16200000.0,2.230769230769231,1.8620689655172413,1950000.0,13235400000.0,1
5,0,1,200000,300000,10,704,1600000.0,1.5,5.333333333333333,33333.333333333336,1126400000.0,1
1,0,1,1900000,4500000,12,742,8800000.0,2.3684210526315788,1.9555555555555555,950000.0,6529600000.0,1
0,0,1,3200000,11600000,4,393,16100000.0,3.625,1.3879310344827587,3200000.0,6327300000.0,1
0,0,0,1100000,4300000,18,828,5300000.0,3.909090909090909,1.2325581395348837,1100000.0,4388400000.0,1
5,1,1,8000000,21500000,12,779,57900000.0,2.6875,2.6930232558139533,1333333.3333333333,45104100000.0,1
4,1,1,6100000,21700000,6,860,34500000.0,3.557377049180328,1.5898617511520738,1220000.0,29670000000.0,1
5,1,0,3200000,10600000,2,432,25100000.0,3.3125,2.3679245283018866,533333.3333333334,10843200000.0,1
4,1,1,9000000,30400000,20,532,72000000.0,3.3777777777777778,2.3684210526315788,1800000.0,38304000000.0,0
0,0,1,1200000,3200000,2,678,6800000.0,2.6666666666666665,2.125,1200000.0,4610400000.0,1
3,1,0,7900000,27000000,6,601,64600000.0,3.4177215189873418,2.3925925925925924,1975000.0,38824600000.0,1
3,1,1,7700000,23100000,8,807,40100000.0,3.0,1.7359307359307359,1925000.0,32360700000.0,1
2,0,0,4400000,16500000,16,879,31000000.0,3.75,1.878787878787879,1466666.6666666667,27249000000.0,1
1,0,0,3100000,11200000,18,665,21900000.0,3.6129032258064515,1.9553571428571428,1550000.0,14563500000.0,1
5,0,1,2600000,9300000,16,697,17700000.0,3.576923076923077,1.903225806451613,433333.3333333333,12336900000.0,1
4,1,0,5500000,21700000,14,867,32000000.0,3.9454545454545453,1.4746543778801844,1100000.0,27744000000.0,1
1,1,0,5700000,15500000,8,544,47100000.0,2.719298245614035,3.0387096774193547,2850000.0,25622400000.0,0
5,1,0,6100000,20700000,20,482,34200000.0,3.3934426229508197,1.6521739130434783,1016666.6666666666,16484400000.0,0
2,1,0,8200000,22500000,18,857,64500000.0,2.7439024390243905,2.8666666666666667,2733333.3333333335,55276500000.0,1
1,1,0,6000000,21200000,12,549,49200000.0,3.533333333333333,2.3207547169811322,3000000.0,27010800000.0,0
