no_of_dependents,education,self_employed,income_annum,loan_term,cibil_score,total_assets,income_per_dependent,asset_coverage_ratio,wealth_cibil_score,loan_amount
2,0,1,4900000,2,586,28200000.0,1633333.3333333333,2.0434782608695654,16525200000.0,13800000
3,0,0,7200000,16,560,37500000.0,1800000.0,1.8028846153846154,21000000000.0,20800000
3,1,0,5600000,6,487,40400000.0,1400000.0,1.9611650485436893,19674800000.0,20600000
4,1,1,7300000,8,434,46400000.0,1460000.0,2.5355191256830603,20137600000.0,18300000
4,0,0,3300000,20,504,21200000.0,660000.0,3.0285714285714285,10684800000.0,7000000
2,1,1,9200000,4,827,72100000.0,3066666.6666666665,2.849802371541502,59626700000.0,25300000
3,0,1,8100000,20,657,52900000.0,2025000.0,2.2703862660944205,34755300000.0,23300000
5,1,0,6600000,10,447,50400000.0,1100000.0,2.3551401869158877,22528800000.0,21400000
0,1,1,4200000,4,834,27200000.0,4200000.0,2.0,22684800000.0,13600000
2,1,0,5800000,8,354,33800000.0,1933333.3333333333,1.5576036866359446,11965200000.0,21700000
2,1,1,5600000,18,883,38300000.0,1866666.6666666667,1.8238095238095238,33818900000.0,21000000
0,0,1,3600000,12,641,24500000.0,3600000.0,2.474747474747475,15704500000.0,9900000
1,1,1,7700000,6,621,68100000.0,3850000.0,4.029585798816568,42290100000.0,16900000
0,1,1,7800000,10,587,59000000.0,7800000.0,2.532188841201717,34633000000.0,23300000
3,0,0,5700000,16,424,29700000.0,1425000.0,1.9285714285714286,12592800000.0,15400000
5,1,0,6300000,14,515,35300000.0,1050000.0,1.721951219512195,18179500000.0,20500000
5,0,1,2300000,18,592,14500000.0,383333.3333333333,3.0851063829787235,8584000000.0,4700000
4,1,1,9600000,6,319,54400000.0,1920000.0,2.7336683417085426,17353600000.0,19900000
1,0,1,1000000,16,360,5500000.0,500000.0,1.4102564102564104,1980000000.0,3900000
5,1,1,7200000,12,535,54100000.0,1200000.0,1.996309963099631,28943500000.0,27100000
2,0,1,3800000,16,666,23200000.0,1266666.6666666667,2.0350877192982457,15451200000.0,11400000
4,0,1,9300000,16,419,49900000.0,1860000.0,2.0284552845528454,20908100000.0,24600000
2,0,1,7200000,12,640,29800000.0,2400000.0,1.360730593607306,19072000000.0,21900000
0,1,0,7600000,12,545,46300000.0,7600000.0,2.350253807106599,25233500000.0,19700000
4,1,0,4500000,10,843,33100000.0,900000.0,2.1633986928104574,27903300000.0,15300000
1,0,1,9900000,20,559,68900000.0,4950000.0,2.2297734627831716,38515100000.0,30900000
0,0,1,700000,18,650,5000000.0,700000.0,2.5,3250000000.0,2000000
0,1,0,3500000,16,479,28300000.0,3500000.0,2.3008130081300813,13555700000.0,12300000
1,1,1,300000,14,324,1400000.0,150000.0,1.4,453600000.0,1000000
5,0,1,5400000,2,354,30100000.0,900000.0,1.8023952095808384,10655400000.0,16700000
4,0,1,2800000,10,521,15500000.0,560000.0,1.8452380952380953,8075500000.0,8400000
5,0,1,4900000,8,505,38300000.0,816666.6666666666,2.408805031446541,19341500000.0,15900000
4,0,0,600000,12,436,2800000.0,120000.0,1.6470588235294117,1220800000.0,1700000
0,1,0,3000000,6,683,21500000.0,3000000.0,2.654320987654321,14684500000.0,8100000
0,1,0,1800000,18,348,11300000.0,1800000.0,1.9482758620689655,3932400000.0,5800000
4,1,1,5100000,6,867,42300000.0,1020000.0,2.694267515923567,36674100000.0,15700000
5,1,0,1400000,14,880,10400000.0,233333.33333333334,2.5365853658536586,9152000000.0,4100000
2,1,1,6700000,10,673,49800000.0,2233333.3333333335,1.9529411764705882,33515400000.0,25500000
3,0,0,4300000,18,482,29500000.0,1075000.0,2.3412698412698414,14219000000.0,12600000
3,1,1,7800000,4,767,56800000.0,1950000.0,2.8979591836734695,43565600000.0,19600000
3,0,0,5400000,18,760,38600000.0,1350000.0,2.4430379746835444,29336000000.0,15800000
0,0,0,500000,2,857,3700000.0,500000.0,1.9473684210526316,3170900000.0,1900000
1,1,0,8600000,10,735,52800000.0,4300000.0,1.9775280898876404,38808000000.0,26700000
3,1,0,2500000,4,810,19100000.0,625000.0,2.053763440860215,15471000000.0,9300000
4,0,0,3000000,2,680,15600000.0,600000.0,2.1666666666666665,10608000000.0,7200000
5,0,1,7000000,4,889,35400000.0,1166666.6666666667,1.3159851301115242,31470600000.0,26900000
1,0,1,400000,16,688,2100000.0,200000.0,1.4,1444800000.0,1500000
5,0,0,5200000,16,531,31900000.0,866666.6666666666,2.3284671532846715,16938900000.0,13700000
3,1,0,3300000,2,660,27000000.0,825000.0,2.4324324324324325,17820000000.0,11100000
1,0,1,2400000,18,414,15400000.0,1200000.0,1.75,6375600000.0,8800000
4,1,1,5800000,14,528,36500000.0,1160000.0,2.310126582278481,19272000000.0,15800000
4,0,1,9400000,12,817,47600000.0,1880000.0,2.38,38889200000.0,20000000
2,0,0,6100000,2,799,35700000.0,2033333.3333333333,2.3333333333333335,28524300000.0,15300000
1,1,1,7500000,20,655,59500000.0,3750000.0,2.7803738317757007,38972500000.0,21400000
2,0,0,4100000,6,546,25400000.0,1366666.6666666667,1.5679012345679013,13868400000.0,16200000
3,0,0,8500000,14,745,45800000.0,2125000.0,1.4870129870129871,34121000000.0,30800000
0,1,0,4300000,8,884,27600000.0,4300000.0,1.6331360946745561,24398400000.0,16900000
5,0,0,9300000,4,822,67200000.0,1550000.0,3.0545454545454547,55238400000.0,22000000
4,0,0,6000000,2,623,33100000.0,1200000.0,1.7700534759358288,20621300000.0,18700000
1,0,1,5300000,16,361,22700000.0,2650000.0,1.2010582010582012,8194700000.0,18900000
5,0,1,7400000,2,778,48300000.0,1233333.3333333333,2.9814814814814814,37577400000.0,16200000
1,0,1,1100000,8,779,8000000.0,550000.0,2.1052631578947367,6232000000.0,3800000
1,1,1,6600000,4,594,40300000.0,3300000.0,1.9468599033816425,23938200000.0,20700000
3,1,0,8200000,2,530,57800000.0,2050000.0,2.0424028268551235,30634000000.0,28300000
3,0,0,3300000,12,324,17400000.0,825000.0,1.8709677419354838,5637600000.0,9300000
4,1,1,2500000,10,394,19000000.0,500000.0,2.111111111111111,7486000000.0,9000000
3,1,1,3300000,12,816,30100000.0,825000.0,2.894230769230769,24561600000.0,10400000
5,0,0,1000000,16,423,6700000.0,166666.66666666666,2.9130434782608696,2834100000.0,2300000
5,1,1,6200000,2,539,42500000.0,1033333.3333333334,3.3203125,22907500000.0,12800000
1,1,0,7000000,20,554,43700000.0,3500000.0,2.080952380952381,24209800000.0,21000000
2,1,1,7000000,6,523,49900000.0,2333333.3333333335,2.626315789473684,26097700000.0,19000000
1,0,1,5300000,10,852,34700000.0,2650000.0,2.8916666666666666,29564400000.0,12000000
0,0,1,1800000,2,505,12200000.0,1800000.0,3.2972972972972974,6161000000.0,3700000
0,1,1,2300000,10,430,19400000.0,2300000.0,2.4556962025316458,8342000000.0,7900000
2,1,0,4000000,16,784,21700000.0,1333333.3333333333,2.358695652173913,17012800000.0,9200000
1,0,0,8900000,6,380,59100000.0,4450000.0,2.4625,22458000000.0,24000000
3,1,0,8000000,20,565,42100000.0,2000000.0,2.263440860215054,23786500000.0,18600000
4,1,1,7900000,14,446,49900000.0,1580000.0,1.8550185873605949,22255400000.0,26900000
5,1,1,6700000,8,406,34200000.0,1116666.6666666667,1.693069306930693,13885200000.0,20200000
4,0,0,2400000,6,712,16200000.0,480000.0,2.7,11534400000.0,6000000
4,0,0,8600000,14,729,48900000.0,1720000.0,2.163716814159292,35648100000.0,22600000
1,0,1,5300000,20,508,35600000.0,2650000.0,2.4383561643835616,18084800000.0,14600000
0,1,0,7400000,20,648,44500000.0,7400000.0,1.78714859437751,28836000000.0,24900000
0,0,1,8700000,10,346,41900000.0,8700000.0,2.2406417112299466,14497400000.0,18700000
5,1,0,8200000,4,394,53800000.0,1366666.6666666667,2.908108108108108,21197200000.0,18500000
0,0,1,3700000,12,501,23000000.0,3700000.0,2.3711340206185567,11523000000.0,9700000
5,0,1,9200000,2,655,45100000.0,1533333.3333333333,1.2424242424242424,29540500000.0,36300000
4,0,0,6100000,4,662,44600000.0,1220000.0,2.1339712918660285,29525200000.0,20900000
2,1,1,8800000,20,820,44100000.0,2933333.3333333335,1.4318181818181819,36162000000.0,30800000
5,0,0,9200000,10,521,53100000.0,1533333.3333333333,2.8095238095238093,27665100000.0,18900000
3,1,0,7200000,12,473,66400000.0,1800000.0,2.379928315412186,31407200000.0,27900000
1,1,0,600000,10,561,3200000.0,300000.0,2.6666666666666665,1795200000.0,1200000
5,1,0,8000000,20,461,44800000.0,1333333.3333333333,1.9393939393939394,20652800000.0,23100000
4,1,1,6900000,16,715,37300000.0,1380000.0,2.7028985507246377,26669500000.0,13800000
0,0,1,4300000,18,440,22200000.0,4300000.0,1.4230769230769231,9768000000.0,15600000
3,0,1,8500000,18,749,52600000.0,2125000.0,2.112449799196787,39397400000.0,24900000
4,0,0,8600000,2,787,51300000.0,1720000.0,2.9482758620689653,40373100000.0,17400000
3,1,0,6300000,18,748,56800000.0,1575000.0,4.086330935251799,42486400000.0,13900000
3,0,1,5800000,12,321,30700000.0,1450000.0,2.2573529411764706,9854700000.0,13600000
3,1,1,1000000,10,303,4900000.0,250000.0,2.130434782608696,1484700000.0,2300000
0,0,1,1700000,8,682,9400000.0,1700000.0,1.7407407407407407,6410800000.0,5400000
2,0,0,3200000,18,638,18000000.0,1066666.6666666667,2.0930232558139537,11484000000.0,8600000
0,1,1,7500000,14,440,66100000.0,7500000.0,3.9819277108433737,29084000000.0,16600000
1,0,1,2000000,10,873,10300000.0,1000000.0,1.5606060606060606,8991900000.0,6600000
3,0,0,9100000,20,437,56600000.0,2275000.0,2.8730964467005076,24734200000.0,19700000
4,1,1,8400000,8,796,55000000.0,1680000.0,2.7918781725888326,43780000000.0,19700000
4,1,0,7100000,16,824,36700000.0,1420000.0,1.349264705882353,30240800000.0,27200000
2,0,0,200000,6,338,600000.0,66666.66666666667,0.75,202800000.0,800000
0,0,1,5000000,12,575,33200000.0,5000000.0,2.228187919463087,19090000000.0,14900000
0,0,1,4500000,8,773,33100000.0,4500000.0,1.9585798816568047,25586300000.0,16900000
2,0,1,5100000,2,733,23600000.0,1700000.0,1.1979695431472082,17298800000.0,19700000
3,1,1,4100000,14,475,28100000.0,1025000.0,2.650943396226415,13347500000.0,10600000
1,0,0,7200000,10,677,43100000.0,3600000.0,2.8733333333333335,29178700000.0,15000000
3,0,0,7800000,6,403,51000000.0,1950000.0,2.8813559322033897,20553000000.0,17700000
3,1,1,7500000,12,767,53000000.0,1875000.0,2.0948616600790513,40651000000.0,25300000
3,1,1,6400000,2,813,39700000.0,1600000.0,1.8904761904761904,32276100000.0,21000000
4,1,0,7000000,20,597,71000000.0,1400000.0,2.762645914396887,42387000000.0,25700000
4,0,1,9000000,8,896,48000000.0,1800000.0,1.5434083601286173,43008000000.0,31100000
2,0,1,4400000,6,810,37600000.0,1466666.6666666667,2.7050359712230216,30456000000.0,13900000
2,0,0,900000,14,337,4400000.0,300000.0,2.2,1482800000.0,2000000
1,1,0,9800000,18,792,67100000.0,4900000.0,2.4944237918215615,53143200000.0,26900000
4,0,0,600000,6,784,2800000.0,120000.0,1.75,2195200000.0,1600000
5,1,1,9700000,12,434,65400000.0,1616666.6666666667,2.1727574750830563,28383600000.0,30100000
2,1,1,8400000,10,384,44100000.0,2800000.0,1.352760736196319,16934400000.0,32600000
1,1,0,8300000,10,642,54300000.0,4150000.0,2.180722891566265,34860600000.0,24900000
4,1,0,7900000,8,314,60700000.0,1580000.0,2.0301003344481607,19059800000.0,29900000
1,0,0,8600000,2,606,63500000.0,4300000.0,2.451737451737452,38481000000.0,25900000
5,0,1,6700000,14,843,38000000.0,1116666.6666666667,2.159090909090909,32034000000.0,17600000
0,1,0,2700000,10,778,16000000.0,2700000.0,2.1621621621621623,12448000000.0,7400000
0,0,0,6600000,8,718,55500000.0,6600000.0,2.16796875,39849000000.0,25600000
1,1,1,7100000,20,437,50400000.0,3550000.0,2.423076923076923,22024800000.0,20800000
5,1,1,300000,10,586,1500000.0,50000.0,2.142857142857143,879000000.0,700000
2,1,0,2200000,6,777,14200000.0,733333.3333333334,2.0285714285714285,11033400000.0,7000000
1,1,1,8700000,12,525,54400000.0,4350000.0,1.7160883280757098,28560000000.0,31700000
4,1,0,7200000,12,632,36900000.0,1440000.0,1.5974025974025974,23320800000.0,23100000
0,0,0,2000000,20,337,10700000.0,2000000.0,2.2291666666666665,3605900000.0,4800000
4,1,1,8600000,8,458,69900000.0,1720000.0,2.5053763440860215,32014200000.0,27900000
2,1,1,2300000,8,364,14000000.0,766666.6666666666,2.5925925925925926,5096000000.0,5400000
2,0,1,9600000,16,499,74000000.0,3200000.0,2.4832214765100673,36926000000.0,29800000
2,1,1,1900000,16,887,9400000.0,633333.3333333334,1.4461538461538461,8337800000.0,6500000
1,1,0,2100000,16,882,16700000.0,1050000.0,2.6507936507936507,14729400000.0,6300000
1,0,1,3900000,8,817,16200000.0,1950000.0,1.8620689655172413,13235400000.0,8700000
5,0,1,200000,10,704,1600000.0,33333.333333333336,5.333333333333333,1126400000.0,300000
1,0,1,1900000,12,742,8800000.0,950000.0,1.9555555555555555,6529600000.0,4500000
0,0,1,3200000,4,393,16100000.0,3200000.0,1.3879310344827587,6327300000.0,11600000
0,0,0,1100000,18,828,5300000.0,1100000.0,1.2325581395348837,4388400000.0,4300000
5,1,1,8000000,12,779,57900000.0,1333333.3333333333,2.6930232558139533,45104100000.0,21500000
4,1,1,6100000,6,860,34500000.0,1220000.0,1.5898617511520738,29670000000.0,21700000
5,1,0,3200000,2,432,25100000.0,533333.3333333334,2.3679245283018866,10843200000.0,10600000
4,1,1,9000000,20,532,72000000.0,1800000.0,2.3684210526315788,38304000000.0,30400000
0,0,1,1200000,2,678,6800000.0,1200000.0,2.125,4610400000.0,3200000
3,1,0,7900000,6,601,64600000.0,1975000.0,2.3925925925925924,38824600000.0,27000000
3,1,1,7700000,8,807,40100000.0,1925000.0,1.7359307359307359,32360700000.0,23100000
2,0,0,4400000,16,879,31000000.0,1466666.6666666667,1.878787878787879,27249000000.0,16500000
1,0,0,3100000,18,665,21900000.0,1550000.0,1.9553571428571428,14563500000.0,11200000
5,0,1,2600000,16,697,17700000.0,433333.3333333333,1.903225806451613,12336900000.0,9300000
4,1,0,5500000,14,867,32000000.0,1100000.0,1.4746543778801844,27744000000.0,21700000
1,1,0,5700000,8,544,47100000.0,2850000.0,3.0387096774193547,25622400000.0,15500000
5,1,0,6100000,20,482,34200000.0,1016666.6666666666,1.6521739130434783,16484400000.0,20700000
2,1,0,8200000,18,857,64500000.0,2733333.3333333335,2.8666666666666667,55276500000.0,22500000
1,1,0,6000000,12,549,49200000.0,3000000.0,2.3207547169811322,27010800000.0,21200000
1,1,1,8000000,10,720,66800000.0,4000000.0,2.183006535947712,48096000000.0,30600000
4,0,0,2000000,8,302,8900000.0,400000.0,1.8541666666666667,2687800000.0,4800000
5,1,1,1300000,12,669,7800000.0,216666.66666666666,2.689655172413793,5218200000.0,2900000
1,1,0,7000000,6,591,45300000.0,3500000.0,1.6715867158671587,26772300000.0,27100000
3,1,0,4100000,6,440,22800000.0,1025000.0,1.4901960784313726,10032000000.0,15300000
3,1,0,8000000,16,890,49100000.0,2000000.0,1.8740458015267176,43699000000.0,26200000
4,0,0,8100000,8,663,51600000.0,1620000.0,1.8428571428571427,34210800000.0,28000000
4,1,1,9500000,14,433,47400000.0,1900000.0,2.0973451327433628,20524200000.0,22600000
0,1,0,9200000,10,317,70800000.0,9200000.0,3.1466666666666665,22443600000.0,22500000
2,1,0,3900000,16,360,14000000.0,1300000.0,0.9523809523809523,5040000000.0,14700000
1,1,0,9100000,8,727,64600000.0,4550000.0,2.4656488549618323,46964200000.0,26200000
3,1,1,3000000,4,685,23400000.0,750000.0,2.819277108433735,16029000000.0,8300000
4,1,0,2000000,8,373,14600000.0,400000.0,3.395348837209302,5445800000.0,4300000
5,1,0,6300000,8,469,51700000.0,1050000.0,3.541095890410959,24247300000.0,14600000
3,0,1,4100000,8,548,31500000.0,1025000.0,2.889908256880734,17262000000.0,10900000
0,0,0,9800000,20,618,57900000.0,9800000.0,1.969387755102041,35782200000.0,29400000
2,1,0,5200000,8,658,24700000.0,1733333.3333333333,1.603896103896104,16252600000.0,15400000
3,1,0,7600000,18,781,71300000.0,1900000.0,2.484320557491289,55685300000.0,28700000
3,0,0,9200000,2,715,54400000.0,2300000.0,1.532394366197183,38896000000.0,35500000
5,0,0,2200000,4,409,7600000.0,366666.6666666667,0.9382716049382716,3108400000.0,8100000
2,0,1,8300000,10,504,40900000.0,2766666.6666666665,1.9854368932038835,20613600000.0,20600000
3,1,1,6100000,16,428,31300000.0,1525000.0,1.4490740740740742,13396400000.0,21600000
2,1,0,4500000,20,704,29900000.0,1500000.0,1.8012048192771084,21049600000.0,16600000
3,0,0,6600000,12,834,46600000.0,1650000.0,2.478723404255319,38864400000.0,18800000
4,0,0,8900000,14,694,47900000.0,1780000.0,1.3724928366762177,33242600000.0,34900000
4,1,1,3900000,20,453,27300000.0,780000.0,2.0526315789473686,12366900000.0,13300000
3,1,1,8900000,14,404,62300000.0,2225000.0,1.7598870056497176,25169200000.0,35400000
5,0,0,6400000,12,776,39500000.0,1066666.6666666667,1.7713004484304933,30652000000.0,22300000
1,0,1,9500000,16,526,67900000.0,4750000.0,2.3658536585365852,35715400000.0,28700000
3,1,1,300000,8,641,2200000.0,75000.0,2.2,1410200000.0,1000000
5,0,0,4100000,6,582,34600000.0,683333.3333333334,2.813008130081301,20137200000.0,12300000
2,1,0,8100000,18,778,46900000.0,2700000.0,2.2548076923076925,36488200000.0,20800000
4,1,0,9900000,10,763,78000000.0,1980000.0,2.7464788732394365,59514000000.0,28400000
0,0,0,4800000,12,650,28400000.0,4800000.0,1.4947368421052631,18460000000.0,19000000
0,1,1,2900000,2,820,21300000.0,2900000.0,2.195876288659794,17466000000.0,9700000
1,0,1,3500000,12,824,28000000.0,1750000.0,2.074074074074074,23072000000.0,13500000
1,0,1,4900000,4,718,34700000.0,2450000.0,2.753968253968254,24914600000.0,12600000
2,0,1,5100000,14,313,35700000.0,1700000.0,2.6842105263157894,11174100000.0,13300000
5,1,0,7300000,10,751,50700000.0,1216666.6666666667,1.9351145038167938,38075700000.0,26200000
0,1,1,200000,18,520,1100000.0,200000.0,3.6666666666666665,572000000.0,300000
2,1,0,1400000,4,355,8500000.0,466666.6666666667,1.8085106382978724,3017500000.0,4700000
3,1,1,8700000,14,314,45600000.0,2175000.0,1.3571428571428572,14318400000.0,33600000
1,0,1,2800000,20,728,15900000.0,1400000.0,2.694915254237288,11575200000.0,5900000
3,1,1,9100000,14,564,64800000.0,2275000.0,2.1528239202657806,36547200000.0,30100000
0,0,1,6800000,14,699,44700000.0,6800000.0,2.9215686274509802,31245300000.0,15300000
0,0,1,5000000,6,624,34200000.0,5000000.0,2.011764705882353,21340800000.0,17000000
0,1,1,4400000,14,795,33400000.0,4400000.0,1.9880952380952381,26553000000.0,16800000
5,0,1,8400000,20,703,47900000.0,1400000.0,2.575268817204301,33673700000.0,18600000
4,1,0,7800000,4,394,48200000.0,1560000.0,2.786127167630058,18990800000.0,17300000
4,1,1,4800000,14,779,36000000.0,960000.0,3.6363636363636362,28044000000.0,9900000
1,1,0,3200000,4,405,17700000.0,1600000.0,2.0113636363636362,7168500000.0,8800000
5,1,1,2300000,16,612,20800000.0,383333.3333333333,3.1044776119402986,12729600000.0,6700000
5,0,1,9200000,10,448,69500000.0,1533333.3333333333,2.473309608540925,31136000000.0,28100000
2,0,1,4700000,6,506,29400000.0,1566666.6666666667,2.145985401459854,14876400000.0,13700000
0,0,1,8000000,2,776,54900000.0,8000000.0,1.805921052631579,42602400000.0,30400000
1,1,1,2600000,6,730,12800000.0,1300000.0,1.4883720930232558,9344000000.0,8600000
3,0,0,200000,20,730,1000000.0,50000.0,1.25,730000000.0,800000
5,1,0,7300000,2,345,42600000.0,1216666.6666666667,2.4767441860465116,14697000000.0,17200000
4,0,0,3300000,2,847,25300000.0,660000.0,2.1440677966101696,21429100000.0,11800000
4,0,0,8300000,20,398,57000000.0,1660000.0,2.4463519313304722,22686000000.0,23300000
5,0,1,4100000,2,307,28200000.0,683333.3333333334,2.9375,8657400000.0,9600000
1,0,0,7300000,16,852,47300000.0,3650000.0,1.9957805907172996,40299600000.0,23700000
1,0,0,9300000,6,364,62100000.0,4650000.0,2.2581818181818183,22604400000.0,27500000
2,1,1,4300000,12,552,23000000.0,1433333.3333333333,1.513157894736842,12696000000.0,15200000
3,0,0,2600000,2,421,16000000.0,650000.0,1.9753086419753085,6736000000.0,8100000
5,1,0,2900000,12,588,17900000.0,483333.3333333333,1.8265306122448979,10525200000.0,9800000
2,1,1,900000,6,763,5200000.0,300000.0,1.4857142857142858,3967600000.0,3500000
3,0,1,4900000,20,823,40400000.0,1225000.0,2.3085714285714287,33249200000.0,17500000
0,1,0,7700000,10,642,59400000.0,7700000.0,2.3951612903225805,38134800000.0,24800000
1,1,0,4700000,12,647,32700000.0,2350000.0,1.9464285714285714,21156900000.0,16800000
5,0,0,3000000,20,886,17000000.0,500000.0,1.9101123595505618,15062000000.0,8900000
4,0,0,9700000,4,518,62700000.0,1940000.0,2.3931297709923665,32478600000.0,26200000
0,1,1,6900000,20,515,38300000.0,6900000.0,1.4291044776119404,19724500000.0,26800000
2,0,1,3800000,8,340,16700000.0,1266666.6666666667,1.346774193548387,5678000000.0,12400000
3,0,1,600000,14,521,3300000.0,150000.0,1.9411764705882353,1719300000.0,1700000
2,0,1,1200000,12,330,6400000.0,400000.0,2.206896551724138,2112000000.0,2900000
4,0,1,7800000,2,474,44100000.0,1560000.0,1.6455223880597014,20903400000.0,26800000
0,0,0,9000000,6,898,46500000.0,9000000.0,1.3247863247863247,41757000000.0,35100000
1,0,0,2800000,12,436,15500000.0,1400000.0,1.7032967032967032,6758000000.0,9100000
1,0,0,7800000,10,326,56500000.0,3900000.0,2.652582159624413,18419000000.0,21300000
4,1,1,4700000,18,876,40500000.0,940000.0,4.2631578947368425,35478000000.0,9500000
2,1,0,4600000,20,597,35700000.0,1533333.3333333333,2.04,21312900000.0,17500000
4,1,0,5100000,14,436,33900000.0,1020000.0,2.1055900621118013,14780400000.0,16100000
3,0,1,6100000,18,640,49700000.0,1525000.0,2.1798245614035086,31808000000.0,22800000
0,0,0,6000000,16,302,43500000.0,6000000.0,1.8995633187772927,13137000000.0,22900000
2,0,0,8400000,16,476,47900000.0,2800000.0,2.064655172413793,22800400000.0,23200000
2,1,0,9300000,14,393,50400000.0,3100000.0,2.290909090909091,19807200000.0,22000000
0,1,0,4200000,10,506,32200000.0,4200000.0,3.1262135922330097,16293200000.0,10300000
3,1,0,9600000,10,418,58400000.0,2400000.0,1.5449735449735449,24411200000.0,37800000
3,1,0,5600000,6,865,42900000.0,1400000.0,3.201492537313433,37108500000.0,13400000
4,1,0,7800000,2,703,52900000.0,1560000.0,1.8496503496503496,37188700000.0,28600000
2,1,1,4500000,2,568,31500000.0,1500000.0,2.5,17892000000.0,12600000
3,1,0,2400000,2,425,11500000.0,600000.0,1.9491525423728813,4887500000.0,5900000
0,0,0,3900000,12,305,21800000.0,3900000.0,1.9292035398230087,6649000000.0,11300000
5,1,1,9600000,6,456,61600000.0,1600000.0,2.9902912621359223,28089600000.0,20600000
4,0,0,900000,2,602,5600000.0,180000.0,2.1538461538461537,3371200000.0,2600000
3,1,1,1100000,20,814,7200000.0,275000.0,1.894736842105263,5860800000.0,3800000
4,0,0,6400000,2,640,40700000.0,1280000.0,1.6345381526104417,26048000000.0,24900000
2,1,0,4600000,4,817,29200000.0,1533333.3333333333,1.9466666666666668,23856400000.0,15000000
4,1,0,7600000,20,361,40800000.0,1520000.0,1.3691275167785235,14728800000.0,29800000
5,0,0,6800000,14,839,25600000.0,1133333.3333333333,1.2736318407960199,21478400000.0,20100000
5,1,0,7100000,20,592,42500000.0,1183333.3333333333,1.5740740740740742,25160000000.0,27000000
4,0,1,6700000,6,498,40800000.0,1340000.0,1.6518218623481782,20318400000.0,24700000
5,0,1,5800000,6,847,35800000.0,966666.6666666666,2.8870967741935485,30322600000.0,12400000
0,1,1,8600000,16,643,60400000.0,8600000.0,2.054421768707483,38837200000.0,29400000
0,1,1,3500000,4,389,24700000.0,3500000.0,2.330188679245283,9608300000.0,10600000
2,1,1,4800000,20,381,27700000.0,1600000.0,1.582857142857143,10553700000.0,17500000
5,1,1,6100000,16,400,41400000.0,1016666.6666666666,2.875,16560000000.0,14400000
5,1,1,5200000,16,718,37100000.0,866666.6666666666,2.921259842519685,26637800000.0,12700000
5,0,1,4100000,8,309,25500000.0,683333.3333333334,2.056451612903226,7879500000.0,12400000
5,0,0,3200000,2,838,18900000.0,533333.3333333334,2.554054054054054,15838200000.0,7400000
3,0,1,7500000,14,678,52200000.0,1875000.0,2.4166666666666665,35391600000.0,21600000
2,0,1,1500000,14,826,11100000.0,500000.0,2.466666666666667,9168600000.0,4500000
4,1,1,1200000,16,348,8600000.0,240000.0,2.774193548387097,2992800000.0,3100000
1,1,1,8400000,6,476,85100000.0,4200000.0,4.319796954314721,40507600000.0,19700000
0,0,1,7900000,8,666,44000000.0,7900000.0,1.673003802281369,29304000000.0,26300000
1,1,1,2100000,20,896,12200000.0,1050000.0,2.8372093023255816,10931200000.0,4300000
2,1,0,2500000,20,547,9500000.0,833333.3333333334,1.3571428571428572,5196500000.0,7000000
2,0,1,3700000,2,405,23700000.0,1233333.3333333333,1.7050359712230216,9598500000.0,13900000
5,1,0,1100000,16,498,3500000.0,183333.33333333334,0.875,1743000000.0,4000000
5,1,0,6500000,8,779,41100000.0,1083333.3333333333,1.657258064516129,32016900000.0,24800000
0,0,1,8200000,8,403,45400000.0,8200000.0,1.4412698412698413,18296200000.0,31500000
2,0,0,5000000,8,709,35600000.0,1666666.6666666667,2.870967741935484,25240400000.0,12400000
1,0,0,1500000,6,507,12000000.0,750000.0,2.0,6084000000.0,6000000
5,0,0,3700000,18,368,17500000.0,616666.6666666666,1.9230769230769231,6440000000.0,9100000
3,1,1,4100000,16,760,29200000.0,1025000.0,2.0,22192000000.0,14600000
2,0,0,7200000,6,796,36900000.0,2400000.0,2.1964285714285716,29372400000.0,16800000
1,1,0,2000000,6,876,10700000.0,1000000.0,2.14,9373200000.0,5000000
3,0,0,2000000,14,673,11600000.0,500000.0,2.4680851063829787,7806800000.0,4700000
1,1,1,5100000,4,747,35000000.0,2550000.0,3.0434782608695654,26145000000.0,11500000
1,0,0,6000000,12,589,29000000.0,3000000.0,2.1323529411764706,17081000000.0,13600000
1,1,0,4900000,8,382,31900000.0,2450000.0,1.7624309392265194,12185800000.0,18100000
3,0,1,900000,12,900,5700000.0,225000.0,2.4782608695652173,5130000000.0,2300000
1,1,1,7500000,18,628,32100000.0,3750000.0,1.284,20158800000.0,25000000
2,1,0,6400000,12,667,49900000.0,2133333.3333333335,1.996,33283300000.0,25000000
2,1,1,8700000,2,778,50000000.0,2900000.0,1.893939393939394,38900000000.0,26400000
4,1,1,7300000,18,831,51000000.0,1460000.0,2.9651162790697674,42381000000.0,17200000
5,1,0,7400000,4,320,69000000.0,1233333.3333333333,2.5461254612546127,22080000000.0,27100000
2,1,0,2700000,16,656,20200000.0,900000.0,2.172043010752688,13251200000.0,9300000
3,1,0,3400000,6,896,23400000.0,850000.0,2.6292134831460676,20966400000.0,8900000
3,0,1,2100000,4,320,14500000.0,525000.0,1.9594594594594594,4640000000.0,7400000
2,0,0,3100000,10,751,22000000.0,1033333.3333333334,2.0952380952380953,16522000000.0,10500000
5,0,0,4700000,2,523,33700000.0,783333.3333333334,1.9367816091954022,17625100000.0,17400000
